./UDPPingServer(Version:Version 1.30) pid:21885 Entered with 2 arguements, maxMsgSize:50000, service:6666, traceLevel:1
::-6666
1572902773.631895,33,33,33,0,0,   498432,33,-1.447490
1572902774.636476,34,34,34,0,0,   513536,34,-1.447501
1572902775.631677,35,35,35,0,0,   528640,35,-1.447558
1572902776.639784,36,36,36,0,0,   543744,36,-1.447507
1572902777.631907,37,37,37,0,0,   558848,37,-1.447532
1572902778.632652,38,38,38,0,0,   573952,38,-1.447619
1572902779.631459,39,39,39,0,0,   589056,39,-1.447562
1572902780.631657,40,40,40,0,0,   604160,40,-1.447588
1572902781.639970,41,41,41,0,0,   619264,41,-1.447605
1572902782.631855,42,42,42,0,0,   634368,42,-1.447586
1572902783.631865,43,43,43,0,0,   649472,43,-1.447616
1572902784.631383,44,44,44,0,0,   664576,44,-1.447622
1572902785.631474,45,45,45,0,0,   679680,45,-1.447606
1572902786.639643,46,46,46,0,0,   694784,46,-1.447626
1572902787.631513,47,47,47,0,0,   709888,47,-1.447663
1572902788.631911,48,48,48,0,0,   724992,48,-1.447646
1572902789.631644,49,49,49,0,0,   740096,49,-1.447674
1572902790.631343,50,50,50,0,0,   755200,50,-1.447702
1572902791.637702,51,51,51,0,0,   770304,51,-1.447620
1572902792.636067,52,52,52,0,0,   785408,52,-1.447670
1572902793.631609,53,53,53,0,0,   800512,53,-1.447706
1572902794.631538,54,54,54,0,0,   815616,54,-1.447735
1572902795.632067,55,55,55,0,0,   830720,55,-1.447644
1572902796.636713,56,56,56,0,0,   845824,56,-1.447790
1572902797.631243,57,57,57,0,0,   860928,57,-1.447748
1572902798.635958,58,58,58,0,0,   876032,58,-1.447753
1572902799.631660,59,59,59,0,0,   891136,59,-1.447779
1572902800.635948,60,60,60,0,0,   906240,60,-1.447766
1572902801.639738,61,61,61,0,0,   921344,61,-1.447824
1572902802.630929,62,62,62,0,0,   936448,62,-1.448092
1572902803.630161,63,63,63,0,0,   951552,63,-1.448917
1572902804.628999,64,64,64,0,0,   966656,64,-1.450295
1572902805.626878,65,65,65,0,0,   981760,65,-1.452195
1572902806.632640,66,66,66,0,0,   996864,66,-1.454568
1572902807.626482,67,67,67,0,0,  1011968,67,-1.457402
1572902808.623028,68,68,68,0,0,  1027072,68,-1.460692
1572902809.616086,69,69,69,0,0,  1042176,69,-1.463680
1572902810.612779,70,70,70,0,0,  1057280,70,-1.466330
1572902811.619524,71,71,71,0,0,  1072384,71,-1.468403
1572902812.609410,72,72,72,0,0,  1087488,72,-1.469867
1572902813.608548,73,73,73,0,0,  1102592,73,-1.470843
1572902814.607831,74,74,74,0,0,  1117696,74,-1.471373
1572902815.612523,75,75,75,0,0,  1132800,75,-1.471249
1572902816.616777,76,76,76,0,0,  1147904,76,-1.471283
1572902817.607937,77,77,77,0,0,  1163008,77,-1.471498
1572902818.607468,78,78,78,0,0,  1178112,78,-1.471535
1572902819.607562,79,79,79,0,0,  1193216,79,-1.471505
1572902820.612812,80,80,80,0,0,  1208320,80,-1.471108
1572902821.634001,81,81,81,0,0,  1223424,81,-1.470074
1572902822.610483,82,82,82,0,0,  1238528,82,-1.468498
1572902823.612829,83,83,83,0,0,  1253632,83,-1.466369
1572902824.615442,84,84,84,0,0,  1268736,84,-1.463695
1572902825.623582,85,85,85,0,0,  1283840,85,-1.460429
1572902826.632510,86,86,86,0,0,  1298944,86,-1.457324
1572902827.624502,87,87,87,0,0,  1314048,87,-1.454856
1572902828.626041,88,88,88,0,0,  1329152,88,-1.452869
1572902829.632070,89,89,89,0,0,  1344256,89,-1.451521
1572902830.628699,90,90,90,0,0,  1359360,90,-1.450735
1572902831.653357,91,91,91,0,0,  1374464,91,-1.450494
1572902832.628775,92,92,92,0,0,  1389568,92,-1.450500
1572902833.628457,93,93,93,0,0,  1404672,93,-1.450477
1572902834.628667,94,94,94,0,0,  1419776,94,-1.450498
1572902835.628760,95,95,95,0,0,  1434880,95,-1.450502
1572902836.633378,96,96,96,0,0,  1449984,96,-1.450547
1572902837.629000,97,97,97,0,0,  1465088,97,-1.450505
1572902838.632800,98,98,98,0,0,  1480192,98,-1.450584
1572902839.628572,99,99,99,0,0,  1495296,99,-1.450565
1572902840.628727,100,100,100,0,0,  1510400,100,-1.450560
1572902841.634908,101,101,101,0,0,  1525504,101,-1.450602
1572902842.633215,102,102,102,0,0,  1540608,102,-1.450565
1572902843.628619,103,103,103,0,0,  1555712,103,-1.450580
1572902844.628991,104,104,104,0,0,  1570816,104,-1.450467
1572902845.628398,105,105,105,0,0,  1585920,105,-1.450609
1572902846.636410,106,106,106,0,0,  1601024,106,-1.450617
1572902847.628710,107,107,107,0,0,  1616128,107,-1.450660
1572902848.628742,108,108,108,0,0,  1631232,108,-1.450649
1572902849.628621,109,109,109,0,0,  1646336,109,-1.450636
1572902850.629128,110,110,110,0,0,  1661440,110,-1.450558
1572902851.637269,111,111,111,0,0,  1676544,111,-1.450696
1572902852.628732,112,112,112,0,0,  1691648,112,-1.450670
1572902853.628117,113,113,113,0,0,  1706752,113,-1.450721
1572902854.628807,114,114,114,0,0,  1721856,114,-1.450717
1572902855.628720,115,115,115,0,0,  1736960,115,-1.450743
1572902856.632682,116,116,116,0,0,  1752064,116,-1.450778
1572902857.628444,117,117,117,0,0,  1767168,117,-1.450745
1572902858.628327,118,118,118,0,0,  1782272,118,-1.450753
1572902859.628843,119,119,119,0,0,  1797376,119,-1.450762
1572902860.633870,120,120,120,0,0,  1812480,120,-1.450804
1572902861.634676,121,121,121,0,0,  1827584,121,-1.450765
1572902862.628275,122,122,122,0,0,  1842688,122,-1.450843
1572902863.628667,123,123,123,0,0,  1857792,123,-1.450797
1572902864.628519,124,124,124,0,0,  1872896,124,-1.450830
1572902865.628289,125,125,125,0,0,  1888000,125,-1.450857
1572902866.636184,126,126,126,0,0,  1903104,126,-1.450726
1572902867.628453,127,127,127,0,0,  1918208,127,-1.450739
1572902868.629520,128,128,128,0,0,  1933312,128,-1.450773
1572902869.633118,129,129,129,0,0,  1948416,129,-1.450626
1572902870.628699,130,130,130,0,0,  1963520,130,-1.450480
1572902871.637478,131,131,131,0,0,  1978624,131,-1.450439
1572902872.628794,132,132,132,0,0,  1993728,132,-1.450377
1572902873.629025,133,133,133,0,0,  2008832,133,-1.450238
1572902874.629052,134,134,134,0,0,  2023936,134,-1.450225
1572902875.629285,135,135,135,0,0,  2039040,135,-1.450076
1572902876.637912,136,136,136,0,0,  2054144,136,-1.450036
1572902877.629440,137,137,137,0,0,  2069248,137,-1.449992
1572902878.629438,138,138,138,0,0,  2084352,138,-1.449873
1572902879.629482,139,139,139,0,0,  2099456,139,-1.449796
1572902880.629315,140,140,140,0,0,  2114560,140,-1.449732
1572902881.631006,141,141,141,0,0,  2129664,141,-1.449637
1572902882.629498,142,142,142,0,0,  2144768,142,-1.449531
1572902883.629652,143,143,143,0,0,  2159872,143,-1.449454
1572902884.629925,144,144,144,0,0,  2174976,144,-1.449616
1572902885.628964,145,145,145,0,0,  2190080,145,-1.450264
1572902886.642468,146,146,146,0,0,  2205184,146,-1.451623
1572902887.625674,147,147,147,0,0,  2220288,147,-1.453168
1572902888.623505,148,148,148,0,0,  2235392,148,-1.455751
1572902889.625550,149,149,149,0,0,  2250496,149,-1.458649
1572902890.621636,150,150,150,0,0,  2265600,150,-1.462221
1572902891.623445,151,151,151,0,0,  2280704,151,-1.466253
1572902892.609591,152,152,152,0,0,  2295808,152,-1.469850
1572902893.608403,153,153,153,0,0,  2310912,153,-1.473481
1572902894.603061,154,154,154,0,0,  2326016,154,-1.476255
1572902895.600607,155,155,155,0,0,  2341120,155,-1.478486
1572902896.605041,156,156,156,0,0,  2356224,156,-1.480109
1572902897.598358,157,157,157,0,0,  2371328,157,-1.481157
1572902898.597375,158,158,158,0,0,  2386432,158,-1.481730
1572902899.598611,159,159,159,0,0,  2401536,159,-1.481692
1572902900.597446,160,160,160,0,0,  2416640,160,-1.481630
1572902901.606730,161,161,161,0,0,  2431744,161,-1.481578
1572902902.598123,162,162,162,0,0,  2446848,162,-1.481399
1572902903.597661,163,163,163,0,0,  2461952,163,-1.481311
1572902904.597847,164,164,164,0,0,  2477056,164,-1.481328
1572902905.600238,165,165,165,0,0,  2492160,165,-1.481203
1572902906.606111,166,166,166,0,0,  2507264,166,-1.481128
1572902907.598226,167,167,167,0,0,  2522368,167,-1.481068
1572902908.598061,168,168,168,0,0,  2537472,168,-1.480947
1572902909.598681,169,169,169,0,0,  2552576,169,-1.480860
1572902910.598577,170,170,170,0,0,  2567680,170,-1.480834
1572902911.618432,171,171,171,0,0,  2582784,171,-1.480685
1572902912.598449,172,172,172,0,0,  2597888,172,-1.480591
1572902913.598644,173,173,173,0,0,  2612992,173,-1.480535
1572902914.599215,174,174,174,0,0,  2628096,174,-1.480387
1572902915.598703,175,175,175,0,0,  2643200,175,-1.480389
1572902916.603260,176,176,176,0,0,  2658304,176,-1.480300
1572902917.599500,177,177,177,0,0,  2673408,177,-1.480152
1572902918.598867,178,178,178,0,0,  2688512,178,-1.480145
1572902919.598910,179,179,179,0,0,  2703616,179,-1.480057
1572902920.599132,180,180,180,0,0,  2718720,180,-1.479942
1572902921.604968,181,181,181,0,0,  2733824,181,-1.479876
1572902922.599769,182,182,182,0,0,  2748928,182,-1.479810
1572902923.599016,183,183,183,0,0,  2764032,183,-1.479715
1572902924.599556,184,184,184,0,0,  2779136,184,-1.479631
1572902925.599689,185,185,185,0,0,  2794240,185,-1.479568
1572902926.605691,186,186,186,0,0,  2809344,186,-1.479442
1572902927.600040,187,187,187,0,0,  2824448,187,-1.479363
1572902928.600065,188,188,188,0,0,  2839552,188,-1.479176
1572902929.599804,189,189,189,0,0,  2854656,189,-1.479198
1572902930.604563,190,190,190,0,0,  2869760,190,-1.479079
1572902931.608107,191,191,191,0,0,  2884864,191,-1.478994
1572902932.600837,192,192,192,0,0,  2899968,192,-1.478490
1572902933.601271,193,193,193,0,0,  2915072,193,-1.477517
1572902934.602965,194,194,194,0,0,  2930176,194,-1.476060
1572902935.605055,195,195,195,0,0,  2945280,195,-1.474203
1572902936.615821,196,196,196,0,0,  2960384,196,-1.471820
1572902937.610118,197,197,197,0,0,  2975488,197,-1.468933
1572902938.613523,198,198,198,0,0,  2990592,198,-1.465521
1572902939.617892,199,199,199,0,0,  3005696,199,-1.461565
1572902940.622038,200,200,200,0,0,  3020800,200,-1.457332
1572902941.632420,201,201,201,0,0,  3035904,201,-1.452430
1572902942.632249,202,202,202,0,0,  3051008,202,-1.447008
1572902943.638074,203,203,203,0,0,  3066112,203,-1.441100
1572902944.648918,204,204,204,0,0,  3081216,204,-1.434693
1572902945.651225,205,205,205,0,0,  3096320,205,-1.427825
1572902946.663289,206,206,206,0,0,  3111424,206,-1.420377
1572902947.666567,207,207,207,0,0,  3126528,207,-1.412511
1572902948.675666,208,208,208,0,0,  3141632,208,-1.403882
1572902949.683719,209,209,209,0,0,  3156736,209,-1.395300
1572902950.692496,210,210,210,0,0,  3171840,210,-1.386516
1572902951.708074,211,211,211,0,0,  3186944,211,-1.378059
1572902952.708380,212,212,212,0,0,  3202048,212,-1.370839
1572902953.718817,213,213,213,0,0,  3217152,213,-1.364535
1572902954.719714,214,214,214,0,0,  3232256,214,-1.359379
1572902955.724057,215,215,215,0,0,  3247360,215,-1.355250
1572902956.743087,216,216,216,0,0,  3262464,216,-1.352196
1572902957.729013,217,217,217,0,0,  3277568,217,-1.350218
1572902958.730165,218,218,218,0,0,  3292672,218,-1.349099
1572902959.729982,219,219,219,0,0,  3307776,219,-1.349378
1572902960.729094,220,220,220,0,0,  3322880,220,-1.350401
1572902961.732070,221,221,221,0,0,  3337984,221,-1.351653
1572902962.726829,222,222,222,0,0,  3353088,222,-1.352707
1572902963.725334,223,223,223,0,0,  3368192,223,-1.353792
1572902964.724905,224,224,224,0,0,  3383296,224,-1.354793
1572902965.723382,225,225,225,0,0,  3398400,225,-1.355774
1572902966.727786,226,226,226,0,0,  3413504,226,-1.356543
1572902967.721615,227,227,227,0,0,  3428608,227,-1.357478
1572902968.720947,228,228,228,0,0,  3443712,228,-1.358250
1572902969.720296,229,229,229,0,0,  3458816,229,-1.359036
1572902970.719476,230,230,230,0,0,  3473920,230,-1.359735
1572902971.732045,231,231,231,0,0,  3489024,231,-1.359873
1572902972.719355,232,232,232,0,0,  3504128,232,-1.359888
1572902973.719488,233,233,233,0,0,  3519232,233,-1.359907
1572902974.719788,234,234,234,0,0,  3534336,234,-1.359839
1572902975.723482,235,235,235,0,0,  3549440,235,-1.359909
1572902976.733264,236,236,236,0,0,  3564544,236,-1.359915
1572902977.719156,237,237,237,0,0,  3579648,237,-1.359893
1572902978.719087,238,238,238,0,0,  3594752,238,-1.359896
1572902979.719380,239,239,239,0,0,  3609856,239,-1.359940
1572902980.718951,240,240,240,0,0,  3624960,240,-1.359989
1572902981.724904,241,241,241,0,0,  3640064,241,-1.359981
1572902982.719572,242,242,242,0,0,  3655168,242,-1.359808
1572902983.723879,243,243,243,0,0,  3670272,243,-1.360000
1572902984.719240,244,244,244,0,0,  3685376,244,-1.360019
1572902985.719372,245,245,245,0,0,  3700480,245,-1.360054
1572902986.723258,246,246,246,0,0,  3715584,246,-1.360033
1572902987.718899,247,247,247,0,0,  3730688,247,-1.360046
1572902988.723541,248,248,248,0,0,  3745792,248,-1.360099
1572902989.719301,249,249,249,0,0,  3760896,249,-1.360078
1572902990.719004,250,250,250,0,0,  3776000,250,-1.360066
1572902991.726842,251,251,251,0,0,  3791104,251,-1.360117
1572902992.719069,252,252,252,0,0,  3806208,252,-1.360099
1572902993.718908,253,253,253,0,0,  3821312,253,-1.360125
1572902994.718991,254,254,254,0,0,  3836416,254,-1.360143
1572902995.718937,255,255,255,0,0,  3851520,255,-1.360127
1572902996.727818,256,256,256,0,0,  3866624,256,-1.360294
1572902997.718101,257,257,257,0,0,  3881728,257,-1.361062
1572902998.716844,258,258,258,0,0,  3896832,258,-1.362325
1572902999.714978,259,259,259,0,0,  3911936,259,-1.364152
1572903000.713343,260,260,260,0,0,  3927040,260,-1.366514
1572903001.718827,261,261,261,0,0,  3942144,261,-1.369421
1572903002.706849,262,262,262,0,0,  3957248,262,-1.372588
1572903003.702641,263,263,263,0,0,  3972352,263,-1.376551
1572903004.698344,264,264,264,0,0,  3987456,264,-1.380895
1572903005.693193,265,265,265,0,0,  4002560,265,-1.385758
1572903006.694058,266,266,266,0,0,  4017664,266,-1.391096
1572903007.682558,267,267,267,0,0,  4032768,267,-1.396655
1572903008.677447,268,268,268,0,0,  4047872,268,-1.401828
1572903009.673303,269,269,269,0,0,  4062976,269,-1.406389
1572903010.668454,270,270,270,0,0,  4078080,270,-1.410667
1572903011.669345,271,271,271,0,0,  4093184,271,-1.414362
1572903012.661631,272,272,272,0,0,  4108288,272,-1.417478
1572903013.659450,273,273,273,0,0,  4123392,273,-1.420186
1572903014.656439,274,274,274,0,0,  4138496,274,-1.422956
1572903015.653181,275,275,275,0,0,  4153600,275,-1.425617
1572903016.659232,276,276,276,0,0,  4168704,276,-1.428286
1572903017.652844,277,277,277,0,0,  4183808,277,-1.431094
1572903018.646887,278,278,278,0,0,  4198912,278,-1.433906
1572903019.641706,279,279,279,0,0,  4214016,279,-1.437129
1572903020.639712,280,280,280,0,0,  4229120,280,-1.440994
1572903021.639195,281,281,281,0,0,  4244224,281,-1.445376
1572903022.629675,282,282,282,0,0,  4259328,282,-1.449721
1572903023.630342,283,283,283,0,0,  4274432,283,-1.453564
1572903024.622432,284,284,284,0,0,  4289536,284,-1.456759
1572903025.620154,285,285,285,0,0,  4304640,285,-1.459422
1572903026.630632,286,286,286,0,0,  4319744,286,-1.461612
1572903027.616285,287,287,287,0,0,  4334848,287,-1.463094
1572903028.615027,288,288,288,0,0,  4349952,288,-1.463914
1572903029.614710,289,289,289,0,0,  4365056,289,-1.464555
1572903030.614577,290,290,290,0,0,  4380160,290,-1.464554
1572903031.623396,291,291,291,0,0,  4395264,291,-1.464553
1572903032.614647,292,292,292,0,0,  4410368,292,-1.464648
1572903033.615070,293,293,293,0,0,  4425472,293,-1.464602
1572903034.614606,294,294,294,0,0,  4440576,294,-1.464578
1572903035.614383,295,295,295,0,0,  4455680,295,-1.464628
1572903036.619901,296,296,296,0,0,  4470784,296,-1.464597
1572903037.615176,297,297,297,0,0,  4485888,297,-1.464309
1572903038.616131,298,298,298,0,0,  4500992,298,-1.464623
1572903039.614603,299,299,299,0,0,  4516096,299,-1.464653
1572903040.614192,300,300,300,0,0,  4531200,300,-1.464663
1572903041.619907,301,301,301,0,0,  4546304,301,-1.464679

Current time Mon Nov  4 21:30:43 2019
, Duration of the test 306.481449 secs, mode 0, number of samples 301, avg One way delay -1.440495, estimate of number lost 0,throughput 14833.863560, avg Quality Level -38.541528, avg RSSI 69.684385 
